Source; Target; Type
1747;969; directed
1747;171; directed
1394;1771; directed
26;619; directed
1394;1685; directed
393;1189; directed
1623;47; directed
1051;696; directed
1189;1284; directed
1189;393; directed
1051;1237; directed
651;1129; directed
94;1386; directed
94;43; directed
1280;31; directed
560;430; directed
1167;1230; directed
8;7; directed
430;1761; directed
430;560; directed
8;31; directed
1284;1189; directed
524;1755; directed
43;94; directed
1755;524; directed
524;1755; directed
428;190; directed
1490;131; directed
311;0; directed
1755;524; directed
1771;1394; directed
0;311; directed
0;311; directed
1312;8; directed
1312;8; directed
1312;8; directed
1312;8; directed
1312;8; directed
542;1512; directed
1230;1167; directed
1755;473; directed
696;1051; directed
696;641; directed
1757;1643; directed
473;1755; directed
524;1755; directed
1402;1755; directed
1623;1051; directed
1646;748; directed
994;317; directed
31;1280; directed
31;8; directed
104;1623; directed
1643;1757; directed
104;1117; directed
171;1747; directed
104;1623; directed
1167;104; directed
104;1167; directed
1623;104; directed
104;1623; directed
104;1038; directed
1623;104; directed
104;1623; directed
104;1254; directed
1254;104; directed
104;1254; directed
1623;104; directed
104;1623; directed
1394;1771; directed
1771;1394; directed
1180;18; directed
1623;104; directed
104;1623; directed
1712;592; directed
620;592; directed
592;620; directed
1623;104; directed
104;1623; directed
18;1180; directed
18;1312; directed
104;18; directed
1685;1025; directed
1025;1685; directed
18;1312; directed
1685;1025; directed
18;1025; directed
1312;18; directed
1025;1685; directed
1685;1025; directed
18;1312; directed
18;1312; directed
1025;1685; directed
1025;1685; directed
1685;1025; directed
1117;307; directed
1025;1685; directed
1685;1025; directed
1779;1254; directed
7;8; directed
104;556; directed
104;556; directed
26;1685; directed
190;428; directed
1772;1252; directed
1252;1772; directed
1740;592; directed
41;1254; directed
41;104; directed
1755;1402; directed
1311;1312; directed
1755;1311; directed
1311;1755; directed
1755;473; directed
1755;1311; directed
1467;1553; directed
1685;26; directed
560;430; directed
393;1189; directed
430;560; directed
8;7; directed
43;35; directed
26;1685; directed
35;43; directed
1312;18; directed
1312;8; directed
1312;1311; directed
18;1312; directed
308;1466; directed
1394;1771; directed
104;41; directed
1189;1284; directed
11;1386; directed
11;26; directed
11;1643; directed
11;1342; directed
11;1312; directed
11;1311; directed
1311;11; directed
1312;11; directed
1126;1770; directed
1312;18; directed
738;968; directed
11;1312; directed
11;1311; directed
1771;1394; directed
8;1312; directed
1051;696; directed
1051;696; directed
1337;340; directed
1051;1337; directed
1337;8; directed
1337;1051; directed
1051;1337; directed
1337;1051; directed
1337;1051; directed
1051;1337; directed
1051;1337; directed
1337;1051; directed
1051;1337; directed
1284;1189; directed
1337;1051; directed
18;1312; directed
1623;1284; directed
1189;1284; directed
1337;340; directed
1623;1051; directed
307;1117; directed
1747;171; directed
1747;1361; directed
1312;18; directed
1312;8; directed
1117;307; directed
1312;1623; directed
1623;1312; directed
1180;18; directed
515;1444; directed
515;1444; directed
515;1444; directed
1312;1623; directed
556;104; directed
18;1180; directed
18;1312; directed
397;26; directed
1544;808; directed
341;842; directed
171;1747; directed
1312;18; directed
1770;1126; directed
1774;66; directed
1774;851; directed
104;556; directed
1712;1774; directed
1774;1712; directed
673;1337; directed
430;482; directed
18;1312; directed
430;1584; directed
430;1770; directed
430;726; directed
1237;1051; directed
1712;1774; directed
842;341; directed
651;1727; directed
1747;171; directed
560;430; directed
1051;1623; directed
1051;1237; directed
430;560; directed
430;1038; directed
1770;430; directed
1311;11; directed
26;397; directed
430;1770; directed
1126;1770; directed
1126;1202; directed
171;1747; directed
1394;1771; directed
406;371; directed
428;190; directed
11;1311; directed
343;41; directed
1361;192; directed
1361;1747; directed
307;1117; directed
1770;1126; directed
651;861; directed
1342;11; directed
1311;11; directed
1126;35; directed
1771;1394; directed
1685;26; directed
1313;1345; directed
1757;1643; directed
1757;166; directed
104;851; directed
8;1337; directed
8;1312; directed
8;31; directed
11;1342; directed
11;1311; directed
1685;474; directed
556;301; directed
301;556; directed
556;301; directed
1312;8; directed
301;556; directed
620;592; directed
556;301; directed
1342;11; directed
430;494; directed
430;393; directed
556;301; directed
301;556; directed
397;26; directed
301;556; directed
1471;26; directed
1117;307; directed
35;1126; directed
190;428; directed
104;638; directed
104;638; directed
1348;1182; directed
560;430; directed
1584;2; directed
2;1584; directed
430;560; directed
31;8; directed
1126;35; directed
1311;11; directed
767;592; directed
767;1279; directed
430;968; directed
968;430; directed
430;968; directed
968;430; directed
968;430; directed
430;968; directed
430;1311; directed
270;276; directed
1623;1312; directed
1623;1051; directed
1715;1307; directed
1284;1623; directed
1284;1020; directed
1180;18; directed
1008;26; directed
1008;26; directed
1311;430; directed
1051;1623; directed
1623;1284; directed
1623;1051; directed
430;1311; directed
1284;1623; directed
1311;430; directed
430;1311; directed
1772;1252; directed
1623;1284; directed
18;1180; directed
1279;767; directed
1252;1772; directed
197;808; directed
430;1254; directed
8;1312; directed
1284;1623; directed
31;937; directed
31;66; directed
1312;8; directed
1623;1284; directed
641;710; directed
66;1303; directed
1532;593; directed
1685;357; directed
710;641; directed
357;1685; directed
1685;357; directed
430;357; directed
1685;1623; directed
357;1685; directed
357;430; directed
1685;357; directed
1757;473; directed
430;357; directed
641;710; directed
357;1685; directed
357;430; directed
710;641; directed
430;357; directed
473;1757; directed
18;446; directed
1051;1623; directed
811;1252; directed
1020;1284; directed
556;301; directed
376;31; directed
301;556; directed
808;197; directed
1345;1313; directed
270;26; directed
270;1643; directed
1674;66; directed
1311;430; directed
1643;11; directed
26;1685; directed
26;397; directed
26;1471; directed
26;1008; directed
560;430; directed
26;270; directed
430;1311; directed
430;560; directed
1160;256; directed
1313;1345; directed
1311;430; directed
430;1311; directed
1715;1774; directed
66;1774; directed
197;808; directed
8;1312; directed
430;1189; directed
1189;430; directed
430;1189; directed
1189;430; directed
430;1189; directed
808;197; directed
1774;1715; directed
1774;66; directed
11;1643; directed
11;1311; directed
11;1342; directed
41;1254; directed
94;560; directed
94;174; directed
94;43; directed
767;1279; directed
1254;430; directed
430;1254; directed
50;1774; directed
232;1675; directed
232;192; directed
1311;11; directed
1311;430; directed
1774;50; directed
1312;8; directed
1312;1033; directed
1284;1020; directed
94;867; directed
104;1311; directed
430;1311; directed
673;1723; directed
192;232; directed
43;1405; directed
1405;43; directed
174;94; directed
1312;1311; directed
1623;1685; directed
295;1564; directed
1564;295; directed
50;1774; directed
1342;11; directed
765;1512; directed
43;94; directed
1623;1780; directed
515;1723; directed
673;69; directed
18;1312; directed
619;1486; directed
1561;1564; directed
1033;1312; directed
1279;767; directed
1774;50; directed
1331;1341; directed
104;473; directed
473;104; directed
104;473; directed
638;104; directed
104;638; directed
638;104; directed
104;638; directed
638;104; directed
1439;1781; directed
482;430; directed
2;686; directed
2;1; directed
2;233; directed
2;927; directed
2;753; directed
2;1460; directed
104;638; directed
1674;31; directed
1550;1635; directed
1189;1284; directed
1020;1284; directed
1126;1349; directed
430;482; directed
1312;1033; directed
1516;1561; directed
197;808; directed
341;974; directed
1466;308; directed
1341;1331; directed
1675;232; directed
855;1397; directed
1561;1516; directed
1281;1740; directed
1331;1341; directed
233;1777; directed
1331;1544; directed
1331;1312; directed
1341;1331; directed
31;1674; directed
31;376; directed
31;1780; directed
31;1564; directed
1473;1492; directed
1473;597; directed
1646;748; directed
482;430; directed
1312;1331; directed
1312;18; directed
1254;430; directed
638;104; directed
104;638; directed
18;1312; directed
104;493; directed
50;1774; directed
493;104; directed
493;428; directed
1001;272; directed
1730;8; directed
104;493; directed
104;357; directed
259;429; directed
1492;1473; directed
11;1311; directed
1311;11; directed
11;1311; directed
1311;11; directed
11;1311; directed
1311;11; directed
1331;1312; directed
1331;1341; directed
560;430; directed
1740;1281; directed
1747;171; directed
430;560; directed
430;1254; directed
430;482; directed
493;104; directed
428;493; directed
1782;259; directed
143;1757; directed
1782;51; directed
1782;143; directed
143;1782; directed
104;493; directed
143;1782; directed
560;94; directed
1782;143; directed
1312;1331; directed
143;1471; directed
560;430; directed
1780;31; directed
430;560; directed
1312;1311; directed
1712;560; directed
143;1782; directed
560;430; directed
430;560; directed
143;141; directed
560;1712; directed
616;1712; directed
1712;616; directed
1723;515; directed
1782;211; directed
1723;673; directed
1331;1312; directed
867;94; directed
1331;1780; directed
1331;1780; directed
1780;1331; directed
1331;1780; directed
1780;1331; directed
1331;1780; directed
1254;430; directed
1780;1331; directed
31;1780; directed
1780;31; directed
1331;1780; directed
673;1723; directed
1780;1331; directed
1331;1780; directed
1331;1780; directed
430;1254; directed
937;31; directed
1780;1331; directed
1331;1780; directed
1331;1435; directed
1780;1331; directed
1331;1780; directed
1780;1331; directed
1331;1780; directed
397;26; directed
1471;143; directed
1674;31; directed
392;192; directed
1439;493; directed
1345;1313; directed
41;1439; directed
41;71; directed
71;41; directed
1439;41; directed
1544;1331; directed
1712;616; directed
482;430; directed
248;482; directed
1311;1312; directed
1755;482; directed
26;397; directed
1331;1544; directed
397;26; directed
1757;143; directed
493;428; directed
493;1439; directed
397;1737; directed
104;638; directed
1182;1348; directed
430;482; directed
104;307; directed
357;104; directed
482;1755; directed
482;248; directed
482;430; directed
430;482; directed
430;1747; directed
1747;430; directed
1747;430; directed
1747;1471; directed
1747;829; directed
1471;1747; directed
1747;1471; directed
1747;1471; directed
104;357; directed
357;104; directed
1712;1584; directed
1584;1712; directed
1712;1584; directed
1584;1712; directed
1712;1584; directed
482;430; directed
1312;1331; directed
641;35; directed
1782;1584; directed
1345;1782; directed
2;1783; directed
1782;1345; directed
104;1584; directed
1312;18; directed
1345;1782; directed
1012;397; directed
1033;1312; directed
171;1747; directed
397;1012; directed
1486;131; directed
104;1486; directed
1486;619; directed
1486;104; directed
104;397; directed
104;1486; directed
1782;1345; directed
430;482; directed
430;1747; directed
1782;1345; directed
397;104; directed
1345;1782; directed
1237;1051; directed
1433;1312; directed
1782;1345; directed
1345;1782; directed
35;641; directed
482;430; directed
26;397; directed
2;1747; directed
41;71; directed
430;482; directed
482;430; directed
352;1771; directed
1051;1237; directed
430;482; directed
430;352; directed
430;428; directed
430;772; directed
248;482; directed
482;430; directed
482;248; directed
8;1730; directed
8;1312; directed
8;1312; directed
0;311; directed
1755;482; directed
1747;430; directed
1516;1561; directed
1516;1561; directed
1312;1433; directed
430;482; directed
430;1747; directed
430;726; directed
1782;1345; directed
1372;709; directed
131;1486; directed
26;651; directed
18;1312; directed
482;430; directed
397;26; directed
482;1755; directed
307;104; directed
307;1761; directed
311;0; directed
430;482; directed
482;430; directed
641;35; directed
104;307; directed
104;397; directed
31;937; directed
1784;66; directed
31;1674; directed
318;1126; directed
1433;1312; directed
651;26; directed
1331;1312; directed
7;31; directed
11;1311; directed
1782;1723; directed
26;651; directed
26;397; directed
1771;352; directed
1284;31; directed
7;31; directed
397;26; directed
651;26; directed
270;26; directed
1747;430; directed
1784;31; directed
1723;1782; directed
1041;66; directed
31;7; directed
31;1284; directed
31;7; directed
31;1784; directed
